original_path,final_path,media_type,date_folder,location,location_source,duplicate_of
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0024.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0024.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0025.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0025.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0026.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0026.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0027.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0027.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0028.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0028.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0029.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0029.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0030.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0030.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0031.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0031.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0032.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0032.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0033.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0033.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0034.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0034.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0201\DJI_0035.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0035.JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0202\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0203\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (3).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0204\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (4).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0213\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (5).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0214\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0294\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (6).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0295\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (7).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0307\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (8).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0001 (10).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0002 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0003 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0004 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0005 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0006 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0007 (9).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\PANORAMA\104_0308\DJI_0008.JPG,"E:\Drone\__reorganized_tmp__\Seminole, Florida, US\2023-03-09\DJI_0008 (2).JPG",photo,2023-03-09,"Seminole, Florida, US",gps,
