original_path,final_path,media_type,date_folder,location,location_source,duplicate_of
E:\Drone\110923\100MEDIA\DJI_0527.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0527.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0528.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0528.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0529.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0529.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0530.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0530.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0531.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0531.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0532.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0532.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0533.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0533.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0534.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0534.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0535.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0535.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0536.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0536.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0537.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0537.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0538.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0538.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0539.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0539.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0540.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0540.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0541.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0541.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0542.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0542.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0543.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0543.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0544.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0544.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0545.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0545.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0546.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0546.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0547.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0547.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0548.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0548.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0549.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0549.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0550.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0550.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0551.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0551.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0552.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-06-07\DJI_0552.MP4,video,2023-06-07,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0553.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-06-07\DJI_0553.MP4,video,2023-06-07,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0554.JPG,"E:\Drone\__reorganized_tmp__\Fort Collins, Colorado, US\2023-06-06\DJI_0554.JPG",photo,2023-06-06,"Fort Collins, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0555.JPG,"E:\Drone\__reorganized_tmp__\West Pleasant View, Colorado, US\2023-06-08\DJI_0555.JPG",photo,2023-06-08,"West Pleasant View, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0556.JPG,"E:\Drone\__reorganized_tmp__\West Pleasant View, Colorado, US\2023-06-08\DJI_0556.JPG",photo,2023-06-08,"West Pleasant View, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0557.JPG,"E:\Drone\__reorganized_tmp__\West Pleasant View, Colorado, US\2023-06-08\DJI_0557.JPG",photo,2023-06-08,"West Pleasant View, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0558.JPG,"E:\Drone\__reorganized_tmp__\West Pleasant View, Colorado, US\2023-06-08\DJI_0558.JPG",photo,2023-06-08,"West Pleasant View, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0559.JPG,"E:\Drone\__reorganized_tmp__\West Pleasant View, Colorado, US\2023-06-08\DJI_0559.JPG",photo,2023-06-08,"West Pleasant View, Colorado, US",gps,
E:\Drone\110923\100MEDIA\DJI_0562.JPG,,photo,2023-06-08,"West Pleasant View, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0562.JPG
E:\Drone\110923\100MEDIA\DJI_0563.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0563.JPG
E:\Drone\110923\100MEDIA\DJI_0564.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0564.JPG
E:\Drone\110923\100MEDIA\DJI_0565.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0565.JPG
E:\Drone\110923\100MEDIA\DJI_0566.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0566.JPG
E:\Drone\110923\100MEDIA\DJI_0567.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0567.JPG
E:\Drone\110923\100MEDIA\DJI_0568.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0568.JPG
E:\Drone\110923\100MEDIA\DJI_0569.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0569.JPG
E:\Drone\110923\100MEDIA\DJI_0570.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0570.JPG
E:\Drone\110923\100MEDIA\DJI_0571.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0571.JPG
E:\Drone\110923\100MEDIA\DJI_0572.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0572.JPG
E:\Drone\110923\100MEDIA\DJI_0573.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0573.JPG
E:\Drone\110923\100MEDIA\DJI_0574.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0574.JPG
E:\Drone\110923\100MEDIA\DJI_0575.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0575.JPG
E:\Drone\110923\100MEDIA\DJI_0577.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0577.JPG
E:\Drone\110923\100MEDIA\DJI_0579.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0579.JPG
E:\Drone\110923\100MEDIA\DJI_0582.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0582.JPG
E:\Drone\110923\100MEDIA\DJI_0583.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0583.JPG
E:\Drone\110923\100MEDIA\DJI_0584.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0584.JPG
E:\Drone\110923\100MEDIA\DJI_0585.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0585.JPG
E:\Drone\110923\100MEDIA\DJI_0586.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0586.JPG
E:\Drone\110923\100MEDIA\DJI_0587.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0587.JPG
E:\Drone\110923\100MEDIA\DJI_0588.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0588.JPG
E:\Drone\110923\100MEDIA\DJI_0589.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0589.JPG
E:\Drone\110923\100MEDIA\DJI_0590.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0590.JPG
E:\Drone\110923\100MEDIA\DJI_0591.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0591.JPG
E:\Drone\110923\100MEDIA\DJI_0592.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0592.JPG
E:\Drone\110923\100MEDIA\DJI_0593.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0593.JPG
E:\Drone\110923\100MEDIA\DJI_0594.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0594.JPG
E:\Drone\110923\100MEDIA\DJI_0595.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0595.JPG
E:\Drone\110923\100MEDIA\DJI_0596.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0596.JPG
E:\Drone\110923\100MEDIA\DJI_0598.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0598.JPG
E:\Drone\110923\100MEDIA\DJI_0599.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0599.JPG
E:\Drone\110923\100MEDIA\DJI_0600.MP4,"E:\Drone\__reorganized_tmp__\Evergreen, Colorado, US\2023-06-09\DJI_0600.MP4",video,2023-06-09,"Evergreen, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0601.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0601.JPG
E:\Drone\110923\100MEDIA\DJI_0602.JPG,,photo,2023-06-09,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0602.JPG
E:\Drone\110923\100MEDIA\DJI_0603.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0603.JPG
E:\Drone\110923\100MEDIA\DJI_0604.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0604.JPG
E:\Drone\110923\100MEDIA\DJI_0606.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0606.JPG
E:\Drone\110923\100MEDIA\DJI_0607.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0607.JPG
E:\Drone\110923\100MEDIA\DJI_0608.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0608.JPG
E:\Drone\110923\100MEDIA\DJI_0609.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0609.JPG
E:\Drone\110923\100MEDIA\DJI_0610.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0610.JPG
E:\Drone\110923\100MEDIA\DJI_0611.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0611.JPG
E:\Drone\110923\100MEDIA\DJI_0612.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0612.JPG
E:\Drone\110923\100MEDIA\DJI_0613.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0613.JPG
E:\Drone\110923\100MEDIA\DJI_0614.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0614.JPG
E:\Drone\110923\100MEDIA\DJI_0615.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0615.JPG
E:\Drone\110923\100MEDIA\DJI_0616.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0616.JPG
E:\Drone\110923\100MEDIA\DJI_0617.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0617.JPG
E:\Drone\110923\100MEDIA\DJI_0618.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0618.JPG
E:\Drone\110923\100MEDIA\DJI_0619.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0619.JPG
E:\Drone\110923\100MEDIA\DJI_0620.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0620.JPG
E:\Drone\110923\100MEDIA\DJI_0621.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0621.JPG
E:\Drone\110923\100MEDIA\DJI_0622.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0622.JPG
E:\Drone\110923\100MEDIA\DJI_0623.MP4,"E:\Drone\__reorganized_tmp__\Evergreen, Colorado, US\2023-06-10\DJI_0623.MP4",video,2023-06-10,"Evergreen, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0624.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0624.JPG
E:\Drone\110923\100MEDIA\DJI_0625.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0625.JPG
E:\Drone\110923\100MEDIA\DJI_0626.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0626.JPG
E:\Drone\110923\100MEDIA\DJI_0627.MP4,"E:\Drone\__reorganized_tmp__\Evergreen, Colorado, US\2023-06-10\DJI_0627.MP4",video,2023-06-10,"Evergreen, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0628.MP4,"E:\Drone\__reorganized_tmp__\Evergreen, Colorado, US\2023-06-10\DJI_0628.MP4",video,2023-06-10,"Evergreen, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0629.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0629.JPG
E:\Drone\110923\100MEDIA\DJI_0630.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0630.JPG
E:\Drone\110923\100MEDIA\DJI_0631.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0631.JPG
E:\Drone\110923\100MEDIA\DJI_0632.MP4,"E:\Drone\__reorganized_tmp__\Evergreen, Colorado, US\2023-06-10\DJI_0632.MP4",video,2023-06-10,"Evergreen, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0633.MP4,"E:\Drone\__reorganized_tmp__\Evergreen, Colorado, US\2023-06-10\DJI_0633.MP4",video,2023-06-10,"Evergreen, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0634.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0634.JPG
E:\Drone\110923\100MEDIA\DJI_0635.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0635.JPG
E:\Drone\110923\100MEDIA\DJI_0636.MP4,"E:\Drone\__reorganized_tmp__\Georgetown, Colorado, US\2023-06-11\DJI_0636.MP4",video,2023-06-11,"Georgetown, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0637.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0637.JPG
E:\Drone\110923\100MEDIA\DJI_0638.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0638.JPG
E:\Drone\110923\100MEDIA\DJI_0639.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0639.JPG
E:\Drone\110923\100MEDIA\DJI_0640.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0640.JPG
E:\Drone\110923\100MEDIA\DJI_0641.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0641.JPG
E:\Drone\110923\100MEDIA\DJI_0642.MP4,"E:\Drone\__reorganized_tmp__\Georgetown, Colorado, US\2023-06-11\DJI_0642.MP4",video,2023-06-11,"Georgetown, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0643.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0643.JPG
E:\Drone\110923\100MEDIA\DJI_0644.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0644.JPG
E:\Drone\110923\100MEDIA\DJI_0645.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0645.JPG
E:\Drone\110923\100MEDIA\DJI_0646.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0646.JPG
E:\Drone\110923\100MEDIA\DJI_0647.MP4,"E:\Drone\__reorganized_tmp__\Georgetown, Colorado, US\2023-06-11\DJI_0647.MP4",video,2023-06-11,"Georgetown, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0648.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0648.JPG
E:\Drone\110923\100MEDIA\DJI_0649.JPG,,photo,2023-06-10,"Evergreen, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0649.JPG
E:\Drone\110923\100MEDIA\DJI_0650.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0650.JPG
E:\Drone\110923\100MEDIA\DJI_0651.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0651.JPG
E:\Drone\110923\100MEDIA\DJI_0652.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0652.JPG
E:\Drone\110923\100MEDIA\DJI_0653.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0653.JPG
E:\Drone\110923\100MEDIA\DJI_0654.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0654.JPG
E:\Drone\110923\100MEDIA\DJI_0655.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0655.JPG
E:\Drone\110923\100MEDIA\DJI_0656.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0656.JPG
E:\Drone\110923\100MEDIA\DJI_0657.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0657.JPG
E:\Drone\110923\100MEDIA\DJI_0658.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0658.JPG
E:\Drone\110923\100MEDIA\DJI_0660.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0660.JPG
E:\Drone\110923\100MEDIA\DJI_0661.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0661.JPG
E:\Drone\110923\100MEDIA\DJI_0662.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0662.JPG
E:\Drone\110923\100MEDIA\DJI_0663.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0663.JPG
E:\Drone\110923\100MEDIA\DJI_0664.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0664.JPG
E:\Drone\110923\100MEDIA\DJI_0665.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0665.JPG
E:\Drone\110923\100MEDIA\DJI_0666.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0666.JPG
E:\Drone\110923\100MEDIA\DJI_0667.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0667.JPG
E:\Drone\110923\100MEDIA\DJI_0668.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0668.JPG
E:\Drone\110923\100MEDIA\DJI_0669.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0669.JPG
E:\Drone\110923\100MEDIA\DJI_0670.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0670.JPG
E:\Drone\110923\100MEDIA\DJI_0671.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0671.JPG
E:\Drone\110923\100MEDIA\DJI_0672.JPG,,photo,2023-06-11,"Georgetown, Colorado, US",gps,E:\Drone\Convert to 720\DJI_0672.JPG
E:\Drone\110923\100MEDIA\DJI_0673.MP4,"E:\Drone\__reorganized_tmp__\Georgetown, Colorado, US\2023-06-11\DJI_0673.MP4",video,2023-06-11,"Georgetown, Colorado, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0674.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0674.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0675.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0675.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0676.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0676.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0677.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0677.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0678.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0678.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0679.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0679.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0680.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0680.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0681.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0681.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0682.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0682.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0683.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0683.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0684.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0684.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0685.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0685.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0686.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0686.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0687.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0687.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0688.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0688.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0689.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0689.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
